"","SEX","RELIGION","MARITALSTATUS","parti","age"
"613",1,"121","2","PSN",51.2191780821918
"614",1,"811","1","PLR",31.8164383561644
"615",1,"111","2","VERTS",33.3068493150685
"616",2,"111","2","VERTS",51.3835616438356
"617",1,"711","2","PSN",55.1917808219178
"618",2,"121","1","PLR",39.1424657534247
"619",2,"121","1","PSN",20.2520547945205
"620",1,"121","2","PSN",69.8931506849315
"621",2,"811","1","VERT-LIB",22.5506849315069
"622",2,"711","1","PLR",32.3068493150685
"623",1,"811","2","PLR",68.7397260273973
"624",2,"811","2","PLR",55.1671232876712
"625",2,"111","2","VERTS",86.3287671232877
"626",2,"111","2","PSN",56.1095890410959
"627",2,"121","2","VERT-LIB",82.8328767123288
"628",1,"711","2","PLR",32.5945205479452
"629",2,"111","4","UDC",53.3068493150685
"630",1,"111","1","PLR",63.5972602739726
"631",2,"111","2","PSN",37.241095890411
"632",1,"711","2","PLR",31.6986301369863
"633",1,"711","2","PLR",43.5917808219178
"634",1,"711","2","VERT-LIB",65.1150684931507
"635",2,"121","4","VERTS",45
"636",2,"111","3","PLR",86.8191780821918
"637",1,"111","1","PLR",21.8356164383562
"638",2,"121","2","VERTS",43.7671232876712
"639",1,"711","2","PLR",68.1397260273973
"640",1,"121","2","PSN",56.1232876712329
"641",1,"711","1","PSN",31.2602739726027
"642",1,"121","3","PSN",78.9917808219178
"643",2,"111","2","PSN",80.9232876712329
"644",2,"811","1","PSN",24.2191780821918
"645",2,"711","1","PLR",49.1232876712329
"646",1,"711","1","UDC",49.0876712328767
"647",2,"121","2","PLR",87.1260273972603
"648",1,"711","1","VERT-LIB",39.4630136986301
"649",2,"111","2","POP-SOL",48.758904109589
"650",2,"121","2","PLR",59.0657534246575
"651",2,"121","1","PLR",71.4958904109589
"652",2,"111","1","PLR",25.827397260274
"653",2,"711","2","PSN",44.5260273972603
"654",1,"121","2","PLR",72.5917808219178
"655",2,"121","2","PSN",77.9369863013699
"656",1,"111","4","PSN",55.8547945205479
"657",1,"111","2","PSN",61.6931506849315
"658",2,"711","2","PSN",48.2602739726027
"659",2,"711","1","PLR",30.5808219178082
"660",1,"111","1","UDC",29.5890410958904
"661",1,"121","1","PLR",48.1479452054795
"662",2,"711","1","POP-SOL",32.1232876712329
"663",2,"711","1","POP-SOL",42.4547945205479
"664",2,"811","4","PLR",43.1178082191781
"665",1,"711","2","PLR",47.7068493150685
"666",2,"711","2","PLR",42.6712328767123
"667",2,"811","2","VERTS",49.9205479452055
"668",2,"111","2","PLR",41.1917808219178
"669",1,"121","4","UDC",80.1780821917808
"670",1,"121","1","VERTS",31.0630136986301
"671",1,"121","2","PLR",51.9534246575342
"672",2,"121","2","PLR",45.2191780821918
"673",2,"111","2","PLR",86.3972602739726
"674",1,"111","2","PSN",58.5315068493151
"675",2,"111","4","PLR",65.6657534246575
"676",1,"111","2","PLR",71.027397260274
"677",2,"121","4","PSN",47.7041095890411
"678",2,"111","4","VERT-LIB",47.3506849315068
"679",2,"121","3","VERTS",68.2301369863014
"680",2,"711","1","PSN",32.6219178082192
"681",2,"121","2","PSN",45.6931506849315
"682",2,"0","1","POP-SOL",23.2027397260274
"683",1,"711","1","PSN",28.0767123287671
"684",2,"121","2","UDC",58.7917808219178
"685",2,"111","2","PSN",35.5452054794521
"686",2,"711","4","PSN",61.0849315068493
"687",1,"121","2","PSN",51.2684931506849
"688",1,"111","2","PLR",79.0904109589041
"689",2,"121","1","PSN",94.0164383561644
"690",2,"111","1","UDC",27.8027397260274
"691",2,"111","1","VERTS",20.1041095890411
"692",2,"711","2","PSN",39.8
"693",1,"711","1","PSN",27.7068493150685
"694",1,"111","3","PLR",81.2054794520548
"695",2,"121","2","PSN",77.8904109589041
"696",2,"111","2","PSN",41.5095890410959
"697",2,"711","2","PLR",42.641095890411
"698",2,"711","2","UDC",49.6767123287671
"699",1,"711","1","VERTS",27.6246575342466
"700",2,"111","2","PLR",64.6027397260274
"701",1,"0","2","PSN",58.3397260273973
"702",2,"111","2","POP-SOL",85.0657534246575
"703",2,"111","1","VERTS",64.9643835616438
"704",1,"121","2","PSN",41.841095890411
"705",1,"122","1","VERT-LIB",38.2575342465753
"706",2,"121","4","PLR",77.1013698630137
"707",1,"711","2","PLR",70.6520547945206
"708",2,"121","2","VERTS",43.8301369863014
"709",1,"121","1","PLR",21.7178082191781
"710",1,"111","2","VERTS",67.1068493150685
"711",2,"711","1","VERT-LIB",59.4849315068493
"712",2,"121","1","PLR",42.8164383561644
"713",1,"121","2","PSN",60.8712328767123
"714",1,"121","1","PLR",23.4547945205479
"715",2,"121","2","PSN",61.4821917808219
"716",1,"811","2","VERTS",47.5342465753425
"717",2,"111","4","PLR",80.1424657534247
"718",2,"111","2","VERTS",84.5287671232877
"719",2,"121","2","PLR",60.9972602739726
"720",2,"711","1","PLR",24.758904109589
"721",2,"111","2","PSN",68.6356164383562
"722",2,"111","4","VERTS",65.0109589041096
"723",2,"711","2","PLR",36.8082191780822
"724",1,"121","3","POP-SOL",85.7260273972603
"725",1,"811","2","PLR",57.2712328767123
"726",2,"111","2","PLR",76.7397260273973
"727",1,"111","1","PLR",23.5150684931507
"728",1,"711","1","PLR",23.227397260274
"729",1,"811","2","PLR",37.9178082191781
"730",1,"111","2","POP-SOL",55.5972602739726
"731",1,"121","1","PLR",26.3013698630137
"732",2,"811","2","PDC",45.1972602739726
"733",1,"121","2","VERTS",49.1616438356164
"734",1,"121","1","VERTS",28.6438356164384
"735",1,"811","2","POP-SOL",50.3287671232877
"736",2,"111","1","PLR",67.1671232876712
"737",2,"121","2","VERTS",41.5013698630137
"738",1,"121","2","PSN",76.4602739726027
"739",1,"711","2","PLR",51.5753424657534
"740",1,"121","1","VERTS",58.158904109589
"741",2,"121","4","UDC",84.158904109589
"742",2,"111","3","UDC",92.0602739726027
"743",1,"121","1","POP-SOL",40.7123287671233
"744",2,"811","2","PSN",36.4109589041096
"745",2,"121","3","PSN",90.9287671232877
"746",2,"121","2","VERT-LIB",50.2575342465753
"747",1,"111","1","PLR",30.5397260273973
"748",1,"121","2","POP-SOL",73.4657534246575
"749",2,"111","2","UDC",78.8575342465753
"750",1,"121","1","PLR",41.2356164383562
"751",2,"811","2","UDC",47.2164383561644
"752",2,"121","1","PSN",19.758904109589
"753",2,"111","2","PSN",54.2657534246575
"754",2,"121","4","PLR",50.6027397260274
"755",2,"111","2","UDC",37.7534246575342
"756",2,"121","4","PSN",71.7397260273973
"757",2,"121","2","VERTS",57.3095890410959
"758",1,"811","4","POP-SOL",53.8438356164384
"759",2,"711","1","PSN",46.8383561643836
"760",1,"811","2","UDC",86.4383561643836
"761",1,"121","2","PLR",50.5041095890411
"762",1,"121","3","PSN",65.1890410958904
"763",2,"711","1","PLR",23.5342465753425
"764",2,"111","1","VERTS",28.8328767123288
"765",2,"121","1","VERTS",41.6082191780822
"766",2,"121","2","UDC",52.2931506849315
"767",2,"121","2","UDC",45.9260273972603
"768",1,"111","3","PSN",76.7753424657534
"769",1,"711","1","PLR",24.6191780821918
"770",2,"811","1","VERTS",21.3068493150685
"771",2,"111","2","PLR",49.2520547945205
"772",2,"111","3","PSN",96.6904109589041
"773",1,"111","2","VERT-LIB",82.2630136986301
"774",1,"111","1","POP-SOL",30.3150684931507
"775",2,"811","1","PSN",24.641095890411
"776",1,"121","2","PSN",66.3178082191781
"777",2,"711","2","PLR",30.9013698630137
"778",1,"111","2","PLR",58.1205479452055
"779",1,"111","1","PLR",58.0602739726027
"780",1,"121","2","PLR",85.2684931506849
"781",2,"111","2","VERTS",55.8739726027397
"782",2,"121","1","PLR",80.4876712328767
"783",1,"121","4","POP-SOL",65.0547945205479
"784",1,"811","2","UDC",40.0493150684932
"785",1,"111","2","VERTS",89.3479452054794
"786",2,"111","3","PSN",94.3972602739726
"787",2,"111","2","PLR",81.6602739726027
"788",2,"111","4","POP-SOL",88.7068493150685
"789",1,"711","1","PLR",35.4876712328767
"790",1,"811","2","PSN",60.0657534246575
"791",1,"111","2","PLR",41.0109589041096
"792",2,"811","1","PLR",47.0657534246575
"793",1,"121","1","PSN",52.7369863013699
"794",1,"121","1","PSN",40.2876712328767
"795",1,"121","2","PLR",51.0712328767123
"796",2,"111","3","PSN",87.3068493150685
"797",2,"121","2","PLR",43.1397260273973
"798",1,"0","2","PSN",61.8602739726027
"799",1,"711","4","VERTS",69.613698630137
"800",2,"711","4","PSN",64.8712328767123
"801",2,"0","4","PLR",41.8739726027397
"802",2,"811","1","PLR",24.1452054794521
"803",1,"121","1","VERTS",25.3808219178082
"804",2,"121","2","PSN",82.6054794520548
"805",2,"111","4","PLR",80.0657534246575
"806",1,"121","2","PLR",74.5041095890411
"807",1,"711","1","VERTS",35.6438356164384
"808",2,"121","2","VERTS",52.5041095890411
"809",1,"711","2","PLR",45.1150684931507
"810",2,"121","1","PSN",26.4794520547945
"811",2,"121","4","UDC",58.2767123287671
"812",2,"711","2","VERTS",75.9287671232877
"813",1,"711","1","PLR",26.3260273972603
"814",1,"111","2","PSN",31.2027397260274
"815",1,"121","2","VERTS",48.4904109589041
"816",2,"121","2","PSN",46.5671232876712
"817",2,"811","2","PLR",42.2082191780822
"818",2,"111","3","VERTS",81.4575342465753
"819",1,"111","2","PSN",58.7945205479452
"820",2,"121","2","PLR",77.8109589041096
"821",1,"711","4","PLR",55.3890410958904
"822",2,"711","4","PLR",51.3835616438356
"823",2,"121","2","PLR",87.3890410958904
"824",1,"111","4","VERTS",56.5835616438356
"825",1,"0","4","PLR",49.7479452054795
"826",2,"811","2","PLR",35.0876712328767
"827",1,"811","1","PSN",27.0657534246575
"828",2,"111","3","PLR",76.9452054794521
"829",2,"121","2","PLR",36.6438356164384
"830",2,"121","1","PSN",50.2547945205479
"831",1,"121","2","PLR",56.7150684931507
"832",2,"711","2","VERT-LIB",50.3972602739726
"833",2,"111","2","PLR",53.3342465753425
"834",1,"121","2","UDC",72.8301369863014
"835",1,"711","2","VERTS",37.1835616438356
"836",1,"121","2","UDC",44.0904109589041
"837",2,"111","2","PSN",48.9917808219178
"838",2,"811","2","VERT-LIB",58.2465753424658
"839",1,"121","4","PLR",40.7616438356164
"840",1,"111","2","VERT-LIB",75.6465753424658
"841",2,"711","1","PSN",43.1534246575342
"842",2,"121","2","PLR",34.3917808219178
"843",2,"111","4","VERTS",54.2438356164384
"844",1,"121","2","PSN",45.7643835616438
"845",2,"111","2","PSN",64.2684931506849
"846",1,"711","2","PSN",44.5780821917808
"847",2,"121","1","VERT-LIB",48.7753424657534
"848",1,"711","2","POP-SOL",55.5945205479452
"849",1,"121","2","POP-SOL",45.9424657534247
"850",2,"811","2","PSN",34.5397260273973
"851",2,"111","4","PLR",71.8684931506849
"852",1,"111","3","VERTS",88.9150684931507
"853",1,"811","2","VERTS",47.5232876712329
"854",2,"121","3","PLR",56.3068493150685
"855",1,"121","4","PLR",55.3013698630137
"856",1,"111","2","PLR",52.6465753424658
"857",2,"0","1","PLR",32.041095890411
"858",2,"811","4","PSN",31.9287671232877
"859",1,"711","2","VERTS",53.9616438356164
"860",2,"711","2","PLR",52.2630136986301
"861",1,"121","2","VERTS",52.2246575342466
"862",2,"111","2","UDC",54.027397260274
"863",1,"811","2","PLR",33.7506849315068
"864",2,"111","1","PLR",44.8931506849315
"865",2,"121","2","PLR",53.2383561643836
"866",2,"711","1","VERTS",28.3479452054795
"867",1,"121","1","PSN",38.427397260274
"868",1,"711","4","PLR",36.9671232876712
"869",2,"121","1","PSN",49.441095890411
"870",2,"111","2","UDC",57.2465753424658
"871",2,"111","3","UDC",84.1260273972603
"872",2,"121","2","POP-SOL",51.4657534246575
"873",1,"711","2","VERT-LIB",40.3315068493151
"874",1,"121","1","PLR",48.8465753424658
"875",1,"0","1","VERT-LIB",39.9287671232877
"876",1,"711","1","PSN",54.8712328767123
"877",2,"111","3","PLR",59.1616438356164
"878",2,"811","2","PLR",43.2027397260274
"879",2,"711","4","PLR",53.6767123287671
"880",1,"111","3","VERTS",75.213698630137
"881",2,"121","1","PLR",26.0493150684932
"882",2,"811","2","UDC",37.9150684931507
"883",2,"121","4","PSN",60.0876712328767
"884",1,"711","1","PSN",33.972602739726
"885",2,"811","1","PSN",25.7534246575342
"886",1,"121","2","VERTS",51.5671232876712
"887",2,"121","2","PLR",66.9917808219178
"888",2,"111","4","PSN",44.7616438356164
"889",2,"111","4","POP-SOL",89.5205479452055
"890",1,"111","2","PDC",67.5534246575343
"891",1,"111","1","PSN",29.8904109589041
"892",2,"121","2","POP-SOL",62.8986301369863
"893",2,"111","2","POP-SOL",46.2602739726027
"894",2,"111","2","PLR",82.7671232876712
"895",1,"711","6","PLR",34.8575342465753
"896",1,"121","4","PLR",78.0328767123288
"897",1,"811","1","PLR",32.6301369863014
"898",1,"111","2","PSN",55.4657534246575
"899",2,"111","2","PSN",93.0575342465753
"900",1,"121","1","PDC",20.1123287671233
"901",1,"121","2","PSN",48.7835616438356
"902",2,"711","4","POP-SOL",65.5972602739726
"903",1,"711","1","PLR",30.1561643835616
"904",2,"711","1","UDC",21.9315068493151
"905",2,"111","4","PLR",52.9945205479452
"906",2,"121","2","UDC",69.7178082191781
"907",1,"111","4","VERT-LIB",78.3835616438356
"908",2,"111","4","VERTS",52.8356164383562
"909",2,"711","2","PLR",72.0821917808219
"910",1,"121","1","PSN",45.186301369863
"911",1,"111","2","PSN",80.8657534246575
"912",2,"111","2","PSN",74.8958904109589
"913",1,"121","2","PLR",36.786301369863
"914",1,"111","1","PLR",49.3095890410959
"915",1,"121","1","PSN",22.9342465753425
"916",2,"711","1","PLR",44.4493150684931
"917",2,"121","2","UDC",40.827397260274
"918",2,"711","2","PSN",33.1808219178082
"919",1,"121","2","PLR",46.3671232876712
"920",1,"811","2","PLR",53.1835616438356
"921",1,"711","2","PSN",29.3232876712329
"922",2,"111","3","PLR",83.3123287671233
"923",2,"121","1","POP-SOL",52.5041095890411
"924",1,"121","2","PSN",52.8246575342466
"925",2,"121","1","VERT-LIB",39.2958904109589
"926",1,"111","1","POP-SOL",30.3890410958904
"927",1,"111","1","PLR",60.2027397260274
"928",2,"121","1","VERTS",23.9452054794521
"929",2,"111","2","PLR",47.2191780821918
"930",1,"111","1","PDC",28.1698630136986
"931",1,"111","4","PSN",74.1260273972603
"932",1,"111","2","VERTS",50.2438356164384
"933",1,"111","2","PLR",48.5972602739726
"934",2,"111","4","UDC",43.7945205479452
"935",1,"811","1","PLR",89.1945205479452
"936",2,"111","4","VERTS",81.7369863013699
"937",2,"121","1","PLR",21.8109589041096
"938",2,"111","2","PLR",42.2054794520548
"939",1,"111","1","UDC",40.8164383561644
"940",2,"111","4","PLR",79.4082191780822
"941",2,"111","2","PLR",61.6328767123288
"942",2,"111","4","PSN",60.2219178082192
"943",1,"121","1","POP-SOL",37.5123287671233
"944",1,"111","1","VERTS",31.2739726027397
"945",1,"111","2","VERTS",72.0219178082192
"946",1,"111","2","POP-SOL",49.4164383561644
"947",2,"811","2","VERTS",39.9753424657534
"948",1,"121","1","PLR",33.0027397260274
"949",2,"121","2","VERTS",33.6246575342466
"950",1,"111","1","PSN",25.5232876712329
"951",1,"121","1","PLR",29.5890410958904
"952",1,"811","4","PLR",50.6794520547945
"953",1,"111","1","PSN",30.1808219178082
"954",2,"111","3","PSN",86.3397260273973
"955",2,"111","3","PSN",78.6109589041096
"956",1,"111","2","PLR",83.3753424657534
"957",1,"121","1","POP-SOL",26.013698630137
"958",1,"0","1","PLR",22.1534246575342
"959",2,"121","2","VERTS",57.2356164383562
"960",2,"711","1","POP-SOL",24.5506849315069
"961",2,"111","3","PLR",72.7917808219178
"962",1,"711","2","PLR",49.3643835616438
"963",2,"711","4","UDC",70.9013698630137
"964",2,"111","3","VERTS",83.3561643835616
"965",2,"121","1","PLR",68.0739726027397
"966",2,"111","2","UDC",86.186301369863
"967",2,"811","2","VERTS",38.5698630136986
"968",1,"121","1","VERTS",33.0821917808219
"969",2,"0","1","POP-SOL",24.5424657534247
"970",1,"121","2","VERTS",50.3013698630137
"971",1,"121","2","VERT-LIB",45.1178082191781
"972",2,"711","4","PDC",75.8356164383562
"973",2,"711","4","VERTS",47.3452054794521
"974",2,"111","3","PSN",86.6602739726027
"975",1,"711","2","VERTS",89.3178082191781
"976",1,"111","3","PSN",86.3561643835616
"977",2,"811","4","PSN",39.5260273972603
"978",2,"121","2","PLR",39.027397260274
"979",2,"711","2","VERTS",35.558904109589
"980",1,"711","4","PDC",54.9671232876712
"981",2,"111","3","PLR",91.5945205479452
"982",2,"111","2","PLR",37.1178082191781
"983",2,"111","3","POP-SOL",64.386301369863
"984",1,"121","2","VERTS",91.5506849315069
"985",2,"711","1","PLR",33.9671232876712
"986",2,"111","1","VERTS",38.3150684931507
"987",2,"111","2","POP-SOL",77.4219178082192
"988",1,"111","2","POP-SOL",60.1095890410959
"989",2,"111","3","PSN",87.6794520547945
"990",2,"811","2","VERTS",65.1917808219178
"991",2,"111","2","PLR",88.1287671232877
"992",1,"121","4","PSN",53.5917808219178
"993",1,"711","1","POP-SOL",44.4191780821918
"994",1,"121","2","PLR",47.5890410958904
"995",1,"121","2","UDC",54.3479452054795
"996",1,"0","1","PLR",58.1342465753425
"997",2,"811","1","VERTS",42.2164383561644
"998",2,"111","4","PLR",64.1342465753425
"999",2,"121","2","POP-SOL",37.5753424657534
"1000",2,"121","4","PLR",48.827397260274
"1001",1,"711","1","PSN",31.641095890411
"1002",2,"121","2","PSN",60.3150684931507
"1003",2,"811","2","UDC",46.5808219178082
"1004",1,"711","2","PLR",51.8849315068493
"1005",1,"811","2","PLR",76.1013698630137
"1006",1,"111","2","PSN",66.1013698630137
"1007",1,"711","4","POP-SOL",35.6575342465753
"1008",1,"711","2","PSN",69.6767123287671
"1009",2,"121","4","PDC",58.3698630136986
"1010",2,"111","3","VERTS",76.6301369863014
"1011",2,"111","3","VERTS",94.6356164383562
"1012",1,"111","2","PLR",76.6767123287671
"1013",1,"111","2","VERTS",29.6767123287671
"1014",2,"111","1","PSN",33.8547945205479
"1015",1,"0","1","PLR",38
"1016",1,"111","1","POP-SOL",20.7972602739726
"1017",1,"711","2","PLR",39.1424657534247
"1018",2,"811","2","UDC",36.9643835616438
"1019",1,"121","1","VERTS",33.1041095890411
"1020",2,"111","3","UDC",79.6904109589041
"1021",2,"121","2","VERTS",36.5287671232877
"1022",2,"121","1","PLR",39.1643835616438
"1023",2,"711","2","UDC",59.1917808219178
"1024",2,"111","1","PDC",34.9424657534247
"1025",1,"121","2","PLR",63.4904109589041
"1026",2,"121","2","VERTS",44.9232876712329
"1027",2,"121","2","UDC",53.7808219178082
"1028",1,"111","4","UDC",62.0520547945206
"1029",1,"711","1","VERT-LIB",32.7315068493151
"1030",2,"121","4","PLR",70.6520547945206
"1031",2,"811","2","PLR",63.3205479452055
"1032",2,"111","2","UDC",77.2493150684931
"1033",2,"811","2","PLR",33.9068493150685
"1034",1,"111","1","VERTS",33.986301369863
"1035",1,"111","2","PLR",60.5917808219178
"1036",1,"811","2","PSN",63.7534246575342
"1037",2,"111","2","PLR",75.7178082191781
"1038",2,"0","2","PSN",33.0191780821918
"1039",1,"121","1","UDC",57.9534246575342
"1040",2,"111","2","PLR",49.2054794520548
"1041",1,"811","1","PSN",21.3232876712329
"1042",2,"111","1","POP-SOL",30.0986301369863
"1043",1,"811","2","UDC",32.2246575342466
"1044",2,"111","1","PLR",31.9013698630137
"1045",1,"121","2","VERTS",52.7561643835616
"1046",2,"121","2","PSN",79.3424657534247
"1047",2,"111","1","PSN",55.2876712328767
"1048",1,"111","2","PSN",48.5205479452055
"1049",1,"811","2","PDC",48.9150684931507
"1050",2,"121","2","PSN",42.2027397260274
"1051",1,"111","2","PLR",61.4876712328767
"1052",1,"121","1","VERTS",42.3917808219178
"1053",1,"711","2","PLR",59.2712328767123
"1054",1,"711","1","PLR",42.3041095890411
"1055",2,"111","1","UDC",49.8602739726027
"1056",1,"711","2","PSN",58.5287671232877
"1057",2,"111","3","VERTS",71.7068493150685
"1058",1,"811","2","PLR",32.6383561643836
"1059",2,"121","4","UDC",69.6246575342466
