"","temporelle","temporelle1","geo","cat1","cat2","valeurs"
"355","2013Q3",2013-09-01,"Boudry","Total","Variation annuelle en %",18.1460674157303
"356","2013Q4",2013-12-01,"Boudry","Total","Effectif",209.8
"357","2013Q4",2013-12-01,"Boudry","Total","Variation trimestrielle",-0.5
"358","2013Q4",2013-12-01,"Boudry","Total","Variation annuelle",23.8
"359","2013Q4",2013-12-01,"Boudry","Total","Variation trimetrielle en %",-0.237755587256301
"360","2013Q4",2013-12-01,"Boudry","Total","Variation annuelle en %",12.7956989247312
"361","2014Q1",2014-03-01,"Boudry","Total","Effectif",230.2
"362","2014Q1",2014-03-01,"Boudry","Total","Variation trimestrielle",20.4
"363","2014Q1",2014-03-01,"Boudry","Total","Variation annuelle",47.7
"364","2014Q1",2014-03-01,"Boudry","Total","Variation trimetrielle en %",9.72354623450905
"365","2014Q1",2014-03-01,"Boudry","Total","Variation annuelle en %",26.1369863013699
"366","2014Q2",2014-06-01,"Boudry","Total","Effectif",249.2
"367","2014Q2",2014-06-01,"Boudry","Total","Variation trimestrielle",19
"368","2014Q2",2014-06-01,"Boudry","Total","Variation annuelle",57.8
"369","2014Q2",2014-06-01,"Boudry","Total","Variation trimetrielle en %",8.25369244135534
"370","2014Q2",2014-06-01,"Boudry","Total","Variation annuelle en %",30.1985370950888
"371","2014Q3",2014-09-01,"Boudry","Total","Effectif",266.2
"372","2014Q3",2014-09-01,"Boudry","Total","Variation trimestrielle",17
"373","2014Q3",2014-09-01,"Boudry","Total","Variation annuelle",55.9
"374","2014Q3",2014-09-01,"Boudry","Total","Variation trimetrielle en %",6.82182985553772
"375","2014Q3",2014-09-01,"Boudry","Total","Variation annuelle en %",26.5810746552544
"376","2014Q4",2014-12-01,"Boudry","Total","Effectif",277.4
"377","2014Q4",2014-12-01,"Boudry","Total","Variation trimestrielle",11.2
"378","2014Q4",2014-12-01,"Boudry","Total","Variation annuelle",67.6
"379","2014Q4",2014-12-01,"Boudry","Total","Variation trimetrielle en %",4.20736288504883
"380","2014Q4",2014-12-01,"Boudry","Total","Variation annuelle en %",32.2211630123927
"381","2015Q1",2015-03-01,"Boudry","Total","Effectif",279
"382","2015Q1",2015-03-01,"Boudry","Total","Variation trimestrielle",1.60000000000002
"383","2015Q1",2015-03-01,"Boudry","Total","Variation annuelle",48.8
"384","2015Q1",2015-03-01,"Boudry","Total","Variation trimetrielle en %",0.576784426820484
"385","2015Q1",2015-03-01,"Boudry","Total","Variation annuelle en %",21.1989574283232
"386","2015Q2",2015-06-01,"Boudry","Total","Effectif",283
"387","2015Q2",2015-06-01,"Boudry","Total","Variation trimestrielle",4
"388","2015Q2",2015-06-01,"Boudry","Total","Variation annuelle",33.8
"389","2015Q2",2015-06-01,"Boudry","Total","Variation trimetrielle en %",1.4336917562724
"390","2015Q2",2015-06-01,"Boudry","Total","Variation annuelle en %",13.5634028892456
"391","2015Q3",2015-09-01,"Boudry","Total","Effectif",289
"392","2015Q3",2015-09-01,"Boudry","Total","Variation trimestrielle",6
"393","2015Q3",2015-09-01,"Boudry","Total","Variation annuelle",22.8
"394","2015Q3",2015-09-01,"Boudry","Total","Variation trimetrielle en %",2.12014134275618
"395","2015Q3",2015-09-01,"Boudry","Total","Variation annuelle en %",8.56498873027799
"396","2015Q4",2015-12-01,"Boudry","Total","Effectif",284
"397","2015Q4",2015-12-01,"Boudry","Total","Variation trimestrielle",-5
"398","2015Q4",2015-12-01,"Boudry","Total","Variation annuelle",6.60000000000002
"399","2015Q4",2015-12-01,"Boudry","Total","Variation trimetrielle en %",-1.73010380622837
"400","2015Q4",2015-12-01,"Boudry","Total","Variation annuelle en %",2.37923576063447
"401","2016Q1",2016-03-01,"Boudry","Total","Effectif",281
"402","2016Q1",2016-03-01,"Boudry","Total","Variation trimestrielle",-3
"403","2016Q1",2016-03-01,"Boudry","Total","Variation annuelle",2
"404","2016Q1",2016-03-01,"Boudry","Total","Variation trimetrielle en %",-1.05633802816901
"405","2016Q1",2016-03-01,"Boudry","Total","Variation annuelle en %",0.716845878136201
"406","2016Q2",2016-06-01,"Boudry","Total","Effectif",283.4
"407","2016Q2",2016-06-01,"Boudry","Total","Variation trimestrielle",2.39999999999998
"408","2016Q2",2016-06-01,"Boudry","Total","Variation annuelle",0.399999999999977
"409","2016Q2",2016-06-01,"Boudry","Total","Variation trimetrielle en %",0.854092526690383
"410","2016Q2",2016-06-01,"Boudry","Total","Variation annuelle en %",0.141342756183738
"411","2016Q3",2016-09-01,"Boudry","Total","Effectif",280.4
"412","2016Q3",2016-09-01,"Boudry","Total","Variation trimestrielle",-3
"413","2016Q3",2016-09-01,"Boudry","Total","Variation annuelle",-8.60000000000002
"414","2016Q3",2016-09-01,"Boudry","Total","Variation trimetrielle en %",-1.05857445306987
"415","2016Q3",2016-09-01,"Boudry","Total","Variation annuelle en %",-2.97577854671281
"416","2016Q4",2016-12-01,"Boudry","Total","Effectif",278.9
"417","2016Q4",2016-12-01,"Boudry","Total","Variation trimestrielle",-1.5
"418","2016Q4",2016-12-01,"Boudry","Total","Variation annuelle",-5.10000000000002
"419","2016Q4",2016-12-01,"Boudry","Total","Variation trimetrielle en %",-0.534950071326676
"420","2016Q4",2016-12-01,"Boudry","Total","Variation annuelle en %",-1.79577464788733
"421","2017Q1",2017-03-01,"Boudry","Total","Effectif",289.5
"422","2017Q1",2017-03-01,"Boudry","Total","Variation trimestrielle",10.6
"423","2017Q1",2017-03-01,"Boudry","Total","Variation annuelle",8.5
"424","2017Q1",2017-03-01,"Boudry","Total","Variation trimetrielle en %",3.80064539261385
"425","2017Q1",2017-03-01,"Boudry","Total","Variation annuelle en %",3.02491103202847
"426","2017Q2",2017-06-01,"Boudry","Total","Effectif",292.5
"427","2017Q2",2017-06-01,"Boudry","Total","Variation trimestrielle",3
"428","2017Q2",2017-06-01,"Boudry","Total","Variation annuelle",9.10000000000002
"429","2017Q2",2017-06-01,"Boudry","Total","Variation trimetrielle en %",1.03626943005181
"430","2017Q2",2017-06-01,"Boudry","Total","Variation annuelle en %",3.21100917431194
"431","2017Q3",2017-09-01,"Boudry","Total","Effectif",297.5
"432","2017Q3",2017-09-01,"Boudry","Total","Variation trimestrielle",5
"433","2017Q3",2017-09-01,"Boudry","Total","Variation annuelle",17.1
"434","2017Q3",2017-09-01,"Boudry","Total","Variation trimetrielle en %",1.70940170940171
"435","2017Q3",2017-09-01,"Boudry","Total","Variation annuelle en %",6.09843081312412
"436","2017Q4",2017-12-01,"Boudry","Total","Effectif",298.5
"437","2017Q4",2017-12-01,"Boudry","Total","Variation trimestrielle",1
"438","2017Q4",2017-12-01,"Boudry","Total","Variation annuelle",19.6
"439","2017Q4",2017-12-01,"Boudry","Total","Variation trimetrielle en %",0.336134453781513
"440","2017Q4",2017-12-01,"Boudry","Total","Variation annuelle en %",7.02760846181428
"441","2018Q1",2018-03-01,"Boudry","Total","Effectif",288
"442","2018Q1",2018-03-01,"Boudry","Total","Variation trimestrielle",-10.5
"443","2018Q1",2018-03-01,"Boudry","Total","Variation annuelle",-1.5
"444","2018Q1",2018-03-01,"Boudry","Total","Variation trimetrielle en %",-3.51758793969849
"445","2018Q1",2018-03-01,"Boudry","Total","Variation annuelle en %",-0.518134715025907
"446","2018Q2",2018-06-01,"Boudry","Total","Effectif",313
"447","2018Q2",2018-06-01,"Boudry","Total","Variation trimestrielle",25
"448","2018Q2",2018-06-01,"Boudry","Total","Variation annuelle",20.5
"449","2018Q2",2018-06-01,"Boudry","Total","Variation trimetrielle en %",8.68055555555556
"450","2018Q2",2018-06-01,"Boudry","Total","Variation annuelle en %",7.00854700854701
"451","2018Q3",2018-09-01,"Boudry","Total","Effectif",306
"452","2018Q3",2018-09-01,"Boudry","Total","Variation trimestrielle",-7
"453","2018Q3",2018-09-01,"Boudry","Total","Variation annuelle",8.5
"454","2018Q3",2018-09-01,"Boudry","Total","Variation trimetrielle en %",-2.23642172523962
"455","2018Q3",2018-09-01,"Boudry","Total","Variation annuelle en %",2.85714285714286
"456","2018Q4",2018-12-01,"Boudry","Total","Effectif",303
"457","2018Q4",2018-12-01,"Boudry","Total","Variation trimestrielle",-3
"458","2018Q4",2018-12-01,"Boudry","Total","Variation annuelle",4.5
"459","2018Q4",2018-12-01,"Boudry","Total","Variation trimetrielle en %",-0.980392156862745
"460","2018Q4",2018-12-01,"Boudry","Total","Variation annuelle en %",1.50753768844221
"461","2019Q1",2019-03-01,"Boudry","Total","Effectif",296.4
"462","2019Q1",2019-03-01,"Boudry","Total","Variation trimestrielle",-6.60000000000002
"463","2019Q1",2019-03-01,"Boudry","Total","Variation annuelle",8.39999999999998
"464","2019Q1",2019-03-01,"Boudry","Total","Variation trimetrielle en %",-2.17821782178219
"465","2019Q1",2019-03-01,"Boudry","Total","Variation annuelle en %",2.91666666666666
"466","2019Q2",2019-06-01,"Boudry","Total","Effectif",303.4
"467","2019Q2",2019-06-01,"Boudry","Total","Variation trimestrielle",7
"468","2019Q2",2019-06-01,"Boudry","Total","Variation annuelle",-9.60000000000002
"469","2019Q2",2019-06-01,"Boudry","Total","Variation trimetrielle en %",2.36167341430499
"470","2019Q2",2019-06-01,"Boudry","Total","Variation annuelle en %",-3.0670926517572
"471","2019Q3",2019-09-01,"Boudry","Total","Effectif",331.4
"472","2019Q3",2019-09-01,"Boudry","Total","Variation trimestrielle",28
"473","2019Q3",2019-09-01,"Boudry","Total","Variation annuelle",25.4
"474","2019Q3",2019-09-01,"Boudry","Total","Variation trimetrielle en %",9.22874093605801
"475","2019Q3",2019-09-01,"Boudry","Total","Variation annuelle en %",8.30065359477123
"476","2019Q4",2019-12-01,"Boudry","Total","Effectif",336.4
"477","2019Q4",2019-12-01,"Boudry","Total","Variation trimestrielle",5
"478","2019Q4",2019-12-01,"Boudry","Total","Variation annuelle",33.4
"479","2019Q4",2019-12-01,"Boudry","Total","Variation trimetrielle en %",1.50875075437538
"480","2019Q4",2019-12-01,"Boudry","Total","Variation annuelle en %",11.023102310231
"481","2020Q1",2020-03-01,"Boudry","Total","Effectif",339.7
"482","2020Q1",2020-03-01,"Boudry","Total","Variation trimestrielle",3.30000000000001
"483","2020Q1",2020-03-01,"Boudry","Total","Variation annuelle",43.3
"484","2020Q1",2020-03-01,"Boudry","Total","Variation trimetrielle en %",0.980975029726519
"485","2020Q1",2020-03-01,"Boudry","Total","Variation annuelle en %",14.608636977058
"486","2020Q2",2020-06-01,"Boudry","Total","Effectif",338.7
"487","2020Q2",2020-06-01,"Boudry","Total","Variation trimestrielle",-1
"488","2020Q2",2020-06-01,"Boudry","Total","Variation annuelle",35.3
"489","2020Q2",2020-06-01,"Boudry","Total","Variation trimetrielle en %",-0.294377391816309
"490","2020Q2",2020-06-01,"Boudry","Total","Variation annuelle en %",11.6348055372446
"491","2020Q3",2020-09-01,"Boudry","Total","Effectif",345.6
"492","2020Q3",2020-09-01,"Boudry","Total","Variation trimestrielle",6.90000000000003
"493","2020Q3",2020-09-01,"Boudry","Total","Variation annuelle",14.2
"494","2020Q3",2020-09-01,"Boudry","Total","Variation trimetrielle en %",2.03720106288752
"495","2020Q3",2020-09-01,"Boudry","Total","Variation annuelle en %",4.28485214242609
"496","2020Q4",2020-12-01,"Boudry","Total","Effectif",344.7
"497","2020Q4",2020-12-01,"Boudry","Total","Variation trimestrielle",-0.900000000000034
"498","2020Q4",2020-12-01,"Boudry","Total","Variation annuelle",8.30000000000001
"499","2020Q4",2020-12-01,"Boudry","Total","Variation trimetrielle en %",-0.260416666666677
"500","2020Q4",2020-12-01,"Boudry","Total","Variation annuelle en %",2.46730083234245
"501","2021Q1",2021-03-01,"Boudry","Total","Effectif",341.6
"502","2021Q1",2021-03-01,"Boudry","Total","Variation trimestrielle",-3.09999999999997
"503","2021Q1",2021-03-01,"Boudry","Total","Variation annuelle",1.90000000000003
"504","2021Q1",2021-03-01,"Boudry","Total","Variation trimetrielle en %",-0.899332753118644
"505","2021Q1",2021-03-01,"Boudry","Total","Variation annuelle en %",0.559317044450996
"506","2021Q2",2021-06-01,"Boudry","Total","Effectif",346.6
"507","2021Q2",2021-06-01,"Boudry","Total","Variation trimestrielle",5
"508","2021Q2",2021-06-01,"Boudry","Total","Variation annuelle",7.90000000000003
"509","2021Q2",2021-06-01,"Boudry","Total","Variation trimetrielle en %",1.46370023419204
"510","2021Q2",2021-06-01,"Boudry","Total","Variation annuelle en %",2.33244759374078
"511","2021Q3",2021-09-01,"Boudry","Total","Effectif",438.6
"512","2021Q3",2021-09-01,"Boudry","Total","Variation trimestrielle",92
"513","2021Q3",2021-09-01,"Boudry","Total","Variation annuelle",93
"514","2021Q3",2021-09-01,"Boudry","Total","Variation trimetrielle en %",26.5435660703981
"515","2021Q3",2021-09-01,"Boudry","Total","Variation annuelle en %",26.9097222222222
"516","2021Q4",2021-12-01,"Boudry","Total","Effectif",435.7
"517","2021Q4",2021-12-01,"Boudry","Total","Variation trimestrielle",-2.90000000000003
"518","2021Q4",2021-12-01,"Boudry","Total","Variation annuelle",91
"519","2021Q4",2021-12-01,"Boudry","Total","Variation trimetrielle en %",-0.661194710442324
"520","2021Q4",2021-12-01,"Boudry","Total","Variation annuelle en %",26.3997679141282
"521","2022Q1",2022-03-01,"Boudry","Total","Effectif",443.7
"522","2022Q1",2022-03-01,"Boudry","Total","Variation trimestrielle",8
"523","2022Q1",2022-03-01,"Boudry","Total","Variation annuelle",102.1
"524","2022Q1",2022-03-01,"Boudry","Total","Variation trimetrielle en %",1.83612577461556
"525","2022Q1",2022-03-01,"Boudry","Total","Variation annuelle en %",29.8887587822014
"526","2022Q2",2022-06-01,"Boudry","Total","Effectif",461.7
"527","2022Q2",2022-06-01,"Boudry","Total","Variation trimestrielle",18
"528","2022Q2",2022-06-01,"Boudry","Total","Variation annuelle",115.1
"529","2022Q2",2022-06-01,"Boudry","Total","Variation trimetrielle en %",4.05679513184584
"530","2022Q2",2022-06-01,"Boudry","Total","Variation annuelle en %",33.2083092902481
"531","2022Q3",2022-09-01,"Boudry","Total","Effectif",477.8
"532","2022Q3",2022-09-01,"Boudry","Total","Variation trimestrielle",16.1
"533","2022Q3",2022-09-01,"Boudry","Total","Variation annuelle",39.2
"534","2022Q3",2022-09-01,"Boudry","Total","Variation trimetrielle en %",3.487112843838
"535","2022Q3",2022-09-01,"Boudry","Total","Variation annuelle en %",8.937528499772
"536","2022Q4",2022-12-01,"Boudry","Total","Effectif",502.7
"537","2022Q4",2022-12-01,"Boudry","Total","Variation trimestrielle",24.9
"538","2022Q4",2022-12-01,"Boudry","Total","Variation annuelle",67
"539","2022Q4",2022-12-01,"Boudry","Total","Variation trimetrielle en %",5.21138551695269
"540","2022Q4",2022-12-01,"Boudry","Total","Variation annuelle en %",15.3775533624053
"541","2023Q1",2023-03-01,"Boudry","Total","Effectif",387.3
"542","2023Q1",2023-03-01,"Boudry","Total","Variation trimestrielle",-115.4
"543","2023Q1",2023-03-01,"Boudry","Total","Variation annuelle",-56.4
"544","2023Q1",2023-03-01,"Boudry","Total","Variation trimetrielle en %",-22.9560373980505
"545","2023Q1",2023-03-01,"Boudry","Total","Variation annuelle en %",-12.711291413117
"546","2023Q2",2023-06-01,"Boudry","Total","Effectif",547.2
"547","2023Q2",2023-06-01,"Boudry","Total","Variation trimestrielle",159.9
"548","2023Q2",2023-06-01,"Boudry","Total","Variation annuelle",85.5000000000001
"549","2023Q2",2023-06-01,"Boudry","Total","Variation trimetrielle en %",41.2858249419055
"550","2023Q2",2023-06-01,"Boudry","Total","Variation annuelle en %",18.5185185185185
"551","2023Q3",2023-09-01,"Boudry","Total","Effectif",579.7
"552","2023Q3",2023-09-01,"Boudry","Total","Variation trimestrielle",32.5
"553","2023Q3",2023-09-01,"Boudry","Total","Variation annuelle",101.9
"554","2023Q3",2023-09-01,"Boudry","Total","Variation trimetrielle en %",5.93932748538012
"555","2023Q3",2023-09-01,"Boudry","Total","Variation annuelle en %",21.326915027208
"556","2023Q4",2023-12-01,"Boudry","Total","Effectif",594.8
"557","2023Q4",2023-12-01,"Boudry","Total","Variation trimestrielle",15.0999999999999
"558","2023Q4",2023-12-01,"Boudry","Total","Variation annuelle",92.1
"559","2023Q4",2023-12-01,"Boudry","Total","Variation trimetrielle en %",2.6047955839227
"560","2023Q4",2023-12-01,"Boudry","Total","Variation annuelle en %",18.3210662422916
"561","1996Q1",1996-03-01,"Boudry","Hommes","Effectif",11.7
"562","1996Q1",1996-03-01,"Boudry","Hommes","Variation trimestrielle",NA
"563","1996Q1",1996-03-01,"Boudry","Hommes","Variation annuelle",NA
"564","1996Q1",1996-03-01,"Boudry","Hommes","Variation trimetrielle en %",NA
"565","1996Q1",1996-03-01,"Boudry","Hommes","Variation annuelle en %",NA
"566","1996Q2",1996-06-01,"Boudry","Hommes","Effectif",11.7
"567","1996Q2",1996-06-01,"Boudry","Hommes","Variation trimestrielle",0
"568","1996Q2",1996-06-01,"Boudry","Hommes","Variation annuelle",NA
"569","1996Q2",1996-06-01,"Boudry","Hommes","Variation trimetrielle en %",0
"570","1996Q2",1996-06-01,"Boudry","Hommes","Variation annuelle en %",NA
"571","1996Q3",1996-09-01,"Boudry","Hommes","Effectif",12.7
"572","1996Q3",1996-09-01,"Boudry","Hommes","Variation trimestrielle",1
"573","1996Q3",1996-09-01,"Boudry","Hommes","Variation annuelle",NA
"574","1996Q3",1996-09-01,"Boudry","Hommes","Variation trimetrielle en %",8.54700854700855
"575","1996Q3",1996-09-01,"Boudry","Hommes","Variation annuelle en %",NA
"576","1996Q4",1996-12-01,"Boudry","Hommes","Effectif",12.7
"577","1996Q4",1996-12-01,"Boudry","Hommes","Variation trimestrielle",0
"578","1996Q4",1996-12-01,"Boudry","Hommes","Variation annuelle",NA
"579","1996Q4",1996-12-01,"Boudry","Hommes","Variation trimetrielle en %",0
"580","1996Q4",1996-12-01,"Boudry","Hommes","Variation annuelle en %",NA
"581","1997Q1",1997-03-01,"Boudry","Hommes","Effectif",9.7
"582","1997Q1",1997-03-01,"Boudry","Hommes","Variation trimestrielle",-3
"583","1997Q1",1997-03-01,"Boudry","Hommes","Variation annuelle",-2
"584","1997Q1",1997-03-01,"Boudry","Hommes","Variation trimetrielle en %",-23.6220472440945
"585","1997Q1",1997-03-01,"Boudry","Hommes","Variation annuelle en %",-17.0940170940171
"586","1997Q2",1997-06-01,"Boudry","Hommes","Effectif",9.7
"587","1997Q2",1997-06-01,"Boudry","Hommes","Variation trimestrielle",0
